store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
,,179 Broadway,, New York, NY, 10007,United States,212-608-7501,40.709838,-74.009551,Sunday:10:00 AM - 05:00 PM;Monday:06:30 AM - 08:00 PM;Tuesday:06:30 AM - 08:00 PM;Wednesday:06:30 AM - 08:00 PM;Thursday:06:30 AM - 08:00 PM;Friday:06:30 AM - 08:00 PM;Saturday:08:00 AM - 05:00 PM;,,0
k, NY, 10001,United States,212-564-7579,40.748039,-73.992803,Sunday:08:00 AM - 08:00 PM;Monday:06:00 AM - 12:00 AM;Tuesday:06:00 AM - 12:00 AM;Wednesday:06:00 AM - 12:00 AM;Thursday:06:00 AM - 12:00 AM;Friday:06:00 AM - 12:00 AM;Saturday:08:00 AM - 10:00 PM;,,0
,,342 7th Avenue,, New York, NY, 10001,United States,212-564-7579,40.748039,-73.992803,Sunday:08:00 AM - 08:00 PM;Monday:06:00 AM - 12:00 AM;Tuesday:06:00 AM - 12:00 AM;Wednesday:06:00 AM - 12:00 AM;Thursday:06:00 AM - 12:00 AM;Friday:06:00 AM - 12:00 AM;Saturday:08:00 AM - 10:00 PM;,,0
,,303 Park Avenue South,, New York, NY, 10010,United States,212-473-2670,40.74034,-73.98611,Sunday:08:00 AM - 08:00 PM;Monday:06:00 AM - 10:30 PM;Tuesday:06:00 AM - 10:30 PM;Wednesday:06:00 AM - 10:30 PM;Thursday:06:00 AM - 10:30 PM;Friday:06:00 AM - 10:30 PM;Saturday:08:00 AM - 09:30 PM;,,0
,,24 West 23rd Street,, New York, NY, 10010,United States,646-885-6330,40.741963,-73.990607,Sunday:09:00 AM - 07:00 PM;Monday:06:30 AM - 09:00 PM;Tuesday:06:30 AM - 09:00 PM;Wednesday:06:30 AM - 09:00 PM;Thursday:06:30 AM - 09:00 PM;Friday:06:30 AM - 09:00 PM;Saturday:09:00 AM - 08:00 PM;,,0
,,400 Park Avenue,, South New York, NY, 10016,United States,212-447-5065,40.743235,-73.984392,Sunday:08:00 AM - 07:00 PM;Monday:06:30 AM - 09:30 PM;Tuesday:06:30 AM - 09:30 PM;Wednesday:06:30 AM - 09:30 PM;Thursday:06:30 AM - 09:30 PM;Friday:06:30 AM - 09:30 PM;Saturday:08:00 AM - 07:00 PM;,,0
,,857 Broadway,, New York, NY, 10003,United States,646-843-9650,40.737204,-73.990425,Sunday:07:00 AM - 10:00 PM;Monday:06:00 AM - 11:00 PM;Tuesday:06:00 AM - 11:00 PM;Wednesday:06:00 AM - 11:00 PM;Thursday:06:00 AM - 11:00 PM;Friday:06:00 AM - 11:00 PM;Saturday:06:00 AM - 11:00 PM;,,0
,,350 Hudson Street,, New York, NY, 10014,United States,212-847-0421,40.727451,-74.007261,Sunday:08:00 AM - 07:00 PM;Monday:06:30 AM - 09:00 PM;Tuesday:06:30 AM - 09:00 PM;Wednesday:06:30 AM - 09:00 PM;Thursday:06:30 AM - 09:00 PM;Friday:06:30 AM - 09:00 PM;Saturday:08:00 AM - 07:00 PM;,,0
,,319 Broadway,, New York, NY, 10007,United States,212-964-1614,40.715866,-74.005053,Sunday:09:30 AM - 05:00 PM;Monday:05:30 AM - 09:00 PM;Tuesday:05:30 AM - 09:00 PM;Wednesday:05:30 AM - 09:00 PM;Thursday:05:30 AM - 09:00 PM;Friday:05:30 AM - 09:00 PM;Saturday:07:30 AM - 07:30 PM;,,0
,,60 Broad Street,, New York, NY, 10004,United States,212-344-0176,40.707363,-74.0111,Sunday:Closed;Monday:05:30 AM - 08:00 PM;Tuesday:05:30 AM - 08:00 PM;Wednesday:05:30 AM - 08:00 PM;Thursday:05:30 AM - 08:00 PM;Friday:06:30 AM - 08:00 PM;Saturday:Closed;,,0
,,125 Chambers Street,, New York, NY, 10007,United States,2126082761,40.715519,-74.008844,Sunday:08:00 AM - 07:00 PM;Monday:06:30 AM - 09:00 PM;Tuesday:06:30 AM - 09:00 PM;Wednesday:06:30 AM - 09:00 PM;Thursday:06:30 AM - 09:00 PM;Friday:06:30 AM - 09:00 PM;Saturday:08:00 AM - 07:00 PM;,,0
,,1 Astor Place,, New York, NY, 10003,United States,212-328-0015,40.72991,-73.991965,Sunday:08:00 AM - 08:00 PM;Monday:06:30 AM - 10:00 PM;Tuesday:06:30 AM - 10:00 PM;Wednesday:06:30 AM - 10:00 PM;Thursday:06:30 AM - 10:00 PM;Friday:06:30 AM - 10:00 PM;Saturday:07:30 AM - 08:00 PM;,,0
,,179 Broadway,, New York, NY, 10007,United States,212-608-7501,40.709838,-74.009551,Sunday:07:00 AM - 09:30 PM;Monday:05:30 AM - 10:30 PM;Tuesday:05:30 AM - 10:30 PM;Wednesday:05:30 AM - 10:30 PM;Thursday:05:30 AM - 10:30 PM;Friday:05:30 AM - 10:30 PM;Saturday:07:00 AM - 09:30 PM;,,0
,,100 Church Street,, New York, NY, 10007,United States,212-227-3108,40.713166,-74.009354,Sunday:08:30 AM - 06:00 PM;Monday:05:30 AM - 09:30 PM;Tuesday:05:30 AM - 09:30 PM;Wednesday:05:30 AM - 09:30 PM;Thursday:05:30 AM - 09:30 PM;Friday:05:30 AM - 09:30 PM;Saturday:08:00 AM - 07:00 PM;,,0
,,50 Broadway,, New York, NY, 10004,United States,212-344-0176,40.707363,-74.0111,Sunday:Closed;Monday:05:30 AM - 08:00 PM;Tuesday:05:30 AM - 08:00 PM;Wednesday:05:30 AM - 08:00 PM;Thursday:05:30 AM - 08:00 PM;Friday:06:30 AM - 08:00 PM;Saturday:Closed;,,0
,,655 6th Avenue,, New York, NY, 10010,United States,212-255-2087,40.741367,-73.994127,Sunday:07:00 AM - 07:30 PM;Monday:06:00 AM - 09:30 PM;Tuesday:06:00 AM - 09:30 PM;Wednesday:06:00 AM - 09:30 PM;Thursday:06:00 AM - 09:30 PM;Friday:06:00 AM - 09:00 PM;Saturday:07:00 AM - 07:30 PM;,,0

4,United States,2026218284,38.895849,-77.028951,Sunday:08:30 AM - 07:00 PM;Monday:06:30 AM - 09:00 PM;Tuesday:06:30 AM - 09:00 PM;Wednesday:06:30 AM - 09:00 PM;Thursday:06:30 AM - 09:00 PM;Friday:06:30 AM - 09:00 PM;Saturday:08:30 AM - 08:00 PM;,,0
,,"Union Station, 50 Massachusetts Avenue",,Washington,DC,20002,United States,202-289-0186,38.896993,-77.006422,Sunday:07:00 AM - 09:00 PM;Monday:05:15 AM - 10:00 PM;Tuesday:05:15 AM - 10:00 PM;Wednesday:05:15 AM - 10:00 PM;Thursday:05:15 AM - 10:00 PM;Friday:05:15 AM - 10:00 PM;Saturday:07:00 AM - 09:00 PM;,,0
,,1828 L Street,,Washington,DC,20006,United States,202-689-1982,38.903602,-77.04341,Sunday:Closed;Monday:06:30 AM - 08:30 PM;Tuesday:06:30 AM - 08:30 PM;Wednesday:06:30 AM - 08:30 PM;Thursday:06:30 AM - 08:30 PM;Friday:06:30 AM - 08:00 PM;Saturday:Closed;,,0
,,"1825 Eye Street, NW",,Washington,DC,20006,United States,202-828-6971,38.901363,-77.041538,Sunday:08:30 AM - 05:30 PM;Monday:06:30 AM - 09:30 PM;Tuesday:06:30 AM - 09:30 PM;Wednesday:06:30 AM - 09:30 PM;Thursday:06:30 AM - 09:30 PM;Friday:06:30 AM - 09:30 PM;Saturday:08:30 AM - 05:30 PM;,,0
,,1701 K Street,,Washington,DC,20006,United States,202-857-7945,38.90283,-77.03878,Sunday:08:00 AM - 08:00 PM;Monday:06:00 AM - 10:00 PM;Tuesday:06:00 AM - 10:00 PM;Wednesday:06:00 AM - 10:00 PM;Thursday:06:00 AM - 10:00 PM;Friday:06:00 AM - 10:00 PM;Saturday:08:00 AM - 08:00 PM;,,0
,,1432 K Street NW,,Washington,DC,20005,United States,202-559-8000,38.90261,-77.033531,Sunday:Closed;Monday:06:30 AM - 09:00 PM;Tuesday:06:30 AM - 09:00 PM;Wednesday:06:30 AM - 09:00 PM;Thursday:06:30 AM - 09:00 PM;Friday:06:30 AM - 09:00 PM;Saturday:08:30 AM - 07:00 PM;,,0
,,1399 New York Avenue,,Washington,DC,20005,United States,202-393-0533,38.900102,-77.031925,Sunday:Closed;Monday:06:30 AM - 09:30 PM;Tuesday:06:30 AM - 09:30 PM;Wednesday:06:30 AM - 09:30 PM;Thursday:06:30 AM - 09:30 PM;Friday:06:30 AM - 09:30 PM;Saturday:08:00 AM - 07:30 PM;,,0
,,1155 F Street,,Washington,DC,20004,United States,202-464-2791,38.8977,-77.027192,Sunday:08:00 AM - 08:00 PM;Monday:06:00 AM - 10:00 PM;Tuesday:06:00 AM - 10:00 PM;Wednesday:06:00 AM - 10:00 PM;Thursday:06:00 AM - 10:00 PM;Friday:06:00 AM - 10:00 PM;Saturday:08:00 AM - 09:00 PM;,,0
,,301 Pennsylvania Avenue SE,,Washington,DC,20003,United States,202-547-1025,38.88657,-77.001845,Sunday:08:00 AM - 08:00 PM;Monday:06:30 AM - 08:30 PM;Tuesday:06:30 AM - 08:30 PM;Wednesday:06:30 AM - 08:30 PM;Thursday:06:30 AM - 08:30 PM;Friday:06:30 AM - 08:30 PM;Saturday:08:00 AM - 08:00 PM;,,0
,,500 W Madison St,,Chicago,IL,60661,United States,16464384613,41.882061,-87.642121,Sunday:Closed;Monday:05:00 AM - 09:00 PM;Tuesday:05:00 AM - 09:00 PM;Wednesday:05:00 AM - 09:00 PM;Thursday:05:00 AM - 09:00 PM;Friday:05:00 AM - 09:00 PM;Saturday:Closed;,,0
,,108 N State Street,,Chicago,IL,60602,United States,3128775200,41.883886,-87.628346,Sunday:10:00 AM - 06:00 PM;Monday:06:00 AM - 09:00 PM;Tuesday:06:00 AM - 09:00 PM;Wednesday:06:00 AM - 09:00 PM;Thursday:06:00 AM - 09:00 PM;Friday:06:00 AM - 09:00 PM;Saturday:10:00 AM - 09:00 PM;,,0
,,1 South State Street,,Chicago,IL,60603,United States,312-416-9263,41.880885,-87.627912,Sunday:08:00 AM - 08:00 PM;Monday:07:00 AM - 10:00 PM;Tuesday:07:00 AM - 10:00 PM;Wednesday:07:00 AM - 10:00 PM;Thursday:07:00 AM - 10:00 PM;Friday:07:00 AM - 10:00 PM;Saturday:08:00 AM - 10:00 PM;,,0
,,120 South Riverside Plaza,,Chicago,IL,60606,United States,312-873-0485,41.88041,-87.63914,Sunday:Closed;Mondaynday:07:00 AM - 09:00 PM;Monday:06:30 AM - 10:00 PM;Tuesday:06:30 AM - 10:00 PM;Wednesday:06:30 AM - 10:00 PM;Thursday:06:30 AM - 10:00 PM;Friday:06:30 AM - 10:00 PM;Saturday:07:00 AM - 09:00 PM;,,0
,,507 Boylston Street,, Boston, MA, 02116,United States,617-236-0634,42.350954,-71.074968,Sunday:Closed;Monday:06:00 AM - 08:00 PM;Tuesday:06:00 AM - 08:00 PM;Wednesday:06:00 AM - 08:00 PM;Thursday:06:00 AM - 08:00 PM;Friday:06:00 AM - 07:00 PM;Saturday:Closed;,,0
,,"30 Rockefeller Center, Concourse Level",, New York, NY, 10112,United States,212-997-2480,40.758258,-73.982099,Sunday:Closed;Monday:06:00 AM - 09:00 PM;Tuesday:06:00 AM - 09:00 PM;Wednesday:06:00 AM - 09:00 PM;Thursday:06:00 AM - 09:00 PM;Friday:06:00 AM - 09:00 PM;Saturday:Closed;,,0
,,1350 6th Avenue,, New York, NY, 10019,United States,646-609-3268,40.762589,-73.977432,Sunday:Closed;Monday:06:00 AM - 09:00 PM;Tuesday:06:00 AM - 09:00 PM;Wednesday:06:00 AM - 09:00 PM;Thursday:06:00 AM - 09:00 PM;Friday:06:00 AM - 09:00 PM;Saturday:Closed;,,0
,,1700 Broadway,, New York, NY, 10019,United States,646-861-3030,40.763517,-73.982302,Sunday:07:00 AM - 08:00 PM;Monday:06:30 AM - 10:00 PM;Tuesday:06:30 AM - 10:00 PM;Wednesday:06:30 AM - 10:00 PM;Thursday:06:30 AM - 10:00 PM;Friday:06:30 AM - 10:00 PM;Saturday:07:00 AM - 09:00 PM;,,0
,,825 8th Avenue,, New York, NY, 10019,United States,212-459-8971,40.76189,-73.98572,Sunday:07:00 AM - 10:00 PM;Monday:06:30 AM - 11:00 PM;Tuesday:06:30 AM - 11:00 PM;Wednesday:06:30 AM - 11:00 PM;Thursday:06:30 AM - 11:00 PM;Friday:06:30 AM - 11:59 PM;Saturday:07:00 AM - 11:59 PM;,,0
,,135 West 50th Street,, New York, NY, 10020,United States,212-247-3029,40.760598,-73.98255,Sunday:07:00 AM - 10:00 PM;Monday:06:30 AM - 11:00 PM;Tuesday:06:30 AM - 11:00 PM;Wednesday:06:30 AM - 11:00 PM;Thursday:06:30 AM - 11:00 PM;Friday:06:30 AM - 11:00 PM;Saturday:06:30 AM - 10:00 PM;,,0
,,62 West 45th Street,, New York, NY, 10036,United States,212-997-2480,40.758258,-73.982099,Sunday:07:00 AM - 09:30 PM;Monday:06:00 AM - 12:00 AM;Tuesday:06:00 AM - 12:00 AM;Wednesday:06:00 AM - 12:00 AM;Thursday:06:00 AM - 12:00 AM;Friday:06:00 AM - 12:00 AM;Saturday:07:00 AM - 11:00 PM;,,0
