store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
THE SUMMIT,437,300 Summit Blvd.,Suite 100,Birmingham,AL,35243,US,(205) 298-0373,33.449991,-86.7309,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
PARKWAY PLACE,745,2801 Memorial Parkway South,Space #132,Huntsville,AL,35801,US,(256) 519-6429,34.707289,-86.587271,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
LEGACY VILLAGE,6163,9 Du Rhu Dt ste 385,,Mobile,AL,36608,US,(251) 304-8984,30.689155,-88.131103,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
CHANDLER FASHION CENTER,591,3111 West Chandler Blvd.,Suite #1000,Chandler,AZ,85226,US,(480) 899-7055,33.305673,-111.897756,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
SCOTTSDALE QUARTER,651,15279 N. Scottsdale Road,Space #100,Scottsdale,AZ,85254,US,(480) 948-6095,33.625138,-111.925047,SUN:12:00 PM - 5:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
BILTMORE FASHION PARK,222,2402 E Camelback Rd,Suite 150,Phoenix,AZ,85016,US,(602) 957-2297,33.510337,-112.029511,SUN:12:00 PM - 5:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
LA ENCANTADA,743,2905 East Skyline Drive,Space #105,Tucson,AZ,85718,US,(520) 615-3470,32.324742,-110.930113,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
MIDTOWNE LITTLE ROCK,829,201 North University Avenue,Space 160,Little Rock,AR,72205,US,(501) 663-0181,34.753185,-92.340717,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:9:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
PINNACLE HILLS,911,2203 Promenade Blvd.,Suite 14100,Rogers,AR,72758,US,(479) 246-0118,36.304661,-94.174559,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
AUDUBON OUTLET,464,4720 Spottswood,,Memphis,TN,38117,US,(901) 818-9770,35.112919,-89.905446,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
